#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_8	cds	117726	118937	+	PGH39_11725		lpg2637 family Dot/Icm T4SS effector	RefSeq:WP_061635487.1, SO:0001217, UniParc:UPI0007708F4C, UniRef:UniRef100_UPI0007708F4C, UniRef:UniRef50_Q5ZS82, UniRef:UniRef90_Q5ZS82
contig_8	cds	118998	119264	-	PGH39_11730	rpsT	30S ribosomal protein S20	COG:COG0268, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, KEGG:K02968, RefSeq:WP_010948336.1, SO:0001217, UniParc:UPI0000442A0B, UniRef:UniRef100_Q5X1Q4, UniRef:UniRef50_Q9KD79, UniRef:UniRef90_Q5X1Q4
contig_8	cds	119622	121193	+	PGH39_11735	murJ	murein biosynthesis integral membrane protein MurJ	COG:COG0728, COG:M, KEGG:K03980, RefSeq:WP_061635488.1, SO:0001217, UniParc:UPI0007708C92, UniRef:UniRef100_UPI0007708C92, UniRef:UniRef50_Q83ED5, UniRef:UniRef90_A0A2S6F307
contig_8	cds	121198	122562	+	PGH39_11740	pepB	leucyl aminopeptidase	COG:COG0260, COG:E, RefSeq:WP_027266294.1, SO:0001217, UniParc:UPI0001E3C8B3, UniRef:UniRef100_A0A378KLQ9, UniRef:UniRef50_A0A0W0TKZ0, UniRef:UniRef90_Q5WTG5
contig_8	cds	122585	122902	+	PGH39_11745		DUF1840 domain-containing protein	RefSeq:WP_010948333.1, SO:0001217, UniParc:UPI0000442A08, UniRef:UniRef100_A0A378KRR7, UniRef:UniRef50_A0A098G7K7, UniRef:UniRef90_A0A8D6LV08
contig_8	cds	123049	123483	-	PGH39_11750	holC	DNA polymerase III subunit chi	COG:COG2927, COG:L, RefSeq:WP_038839637.1, SO:0001217, UniParc:UPI0001E3C8B2, UniRef:UniRef100_A0A378KJW4, UniRef:UniRef50_A0A6F8T2G7, UniRef:UniRef90_A0A128NT86
contig_8	cds	123464	124915	-	PGH39_11755	pepA	leucyl aminopeptidase	COG:COG0260, COG:E, EC:3.4.11.1, GO:0005737, GO:0006508, GO:0030145, GO:0070006, RefSeq:WP_013101900.1, SO:0001217, UniParc:UPI0001D203C2, UniRef:UniRef100_UPI0001D203C2, UniRef:UniRef50_Q5WTG8, UniRef:UniRef90_Q5WTG8
contig_8	cds	125119	126198	+	PGH39_11760	lptF	LPS export ABC transporter permease LptF	COG:COG0795, COG:MN, KEGG:K07091, RefSeq:WP_011947548.1, SO:0001217, UniParc:UPI00015275C3, UniRef:UniRef100_A0A2S6F2Z3, UniRef:UniRef50_A0A0W0TVY7, UniRef:UniRef90_A0A2S6F2Z3
contig_8	cds	126195	127265	+	PGH39_11765	lptG	LPS export ABC transporter permease LptG	COG:COG0795, COG:MN, RefSeq:WP_011947547.1, SO:0001217, UniParc:UPI000044522A, UniRef:UniRef100_A0A128NSS4, UniRef:UniRef50_A0A0W0R310, UniRef:UniRef90_A0A128NSS4
contig_8	cds	127265	128017	+	PGH39_11770		lpg2628 family Dot/Icm T4SS effector	COG:COG1434, COG:M, RefSeq:WP_027219991.1, SO:0001217, UniParc:UPI0004809895, UniRef:UniRef100_A0A378KB07, UniRef:UniRef50_W0B995, UniRef:UniRef90_Q5WTH1
contig_8	cds	128058	129239	-	PGH39_11775	yhiN	NAD(P)/FAD-dependent oxidoreductase	COG:COG2081, COG:R, RefSeq:WP_061515368.1, SO:0001217, UniParc:UPI0007707922, UniRef:UniRef100_UPI0007707922, UniRef:UniRef50_A0A090V3N6, UniRef:UniRef90_Q5ZS92
contig_8	cds	129352	129624	+	PGH39_11780		hypothetical protein	RefSeq:WP_011947544.1, SO:0001217, UniParc:UPI0001527644, UniRef:UniRef100_A0A131MW23, UniRef:UniRef50_D3HM51, UniRef:UniRef90_A0A2S6EV73
contig_8	cds	129753	132956	+	PGH39_11785	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, RefSeq:WP_013101898.1, SO:0001217, UniParc:UPI0000445226, UniRef:UniRef100_A0A128XDB7, UniRef:UniRef50_Q9JXW8, UniRef:UniRef90_Q5WTH4
contig_8	cds	132965	133447	+	PGH39_11790	greA	transcription elongation factor GreA	COG:COG0782, COG:K, GO:0003677, GO:0032784, GO:0070063, KEGG:K03624, RefSeq:WP_010948324.1, SO:0001217, UniParc:UPI00004429FF, UniRef:UniRef100_Q5X1R6, UniRef:UniRef50_P0A6W7, UniRef:UniRef90_Q5X1R6
contig_8	cds	133521	134333	-	PGH39_11795	tim44	Tim44 domain-containing protein	COG:COG4395, COG:I, RefSeq:WP_029346215.1, SO:0001217, UniParc:UPI0004944D2C, UniRef:UniRef100_UPI0004944D2C, UniRef:UniRef50_A0A2H9SQ60, UniRef:UniRef90_A0A128NSE3
contig_8	cds	134643	135704	+	PGH39_11800		Cysteine protease	COG:COG4870, COG:O, RefSeq:WP_010948322.1, SO:0001217, UniParc:UPI00004429FD, UniRef:UniRef100_A0A129GYX0, UniRef:UniRef50_A0A0W0Z7J0, UniRef:UniRef90_A0A129GYX0
contig_8	cds	135773	136453	-	PGH39_11805		acid phosphatase	COG:COG2503, COG:R, RefSeq:WP_061635489.1, SO:0001217, UniParc:UPI000770AAE0, UniRef:UniRef100_UPI000770AAE0, UniRef:UniRef50_Q5WTI0, UniRef:UniRef90_Q5WTI0
contig_8	cds	136628	140122	+	PGH39_11810	smc	chromosome segregation protein SMC	COG:COG1196, COG:D, KEGG:K03529, RefSeq:WP_061635490.1, SO:0001217, UniParc:UPI0007709A50, UniRef:UniRef100_UPI0007709A50, UniRef:UniRef50_Q5WTI1, UniRef:UniRef90_Q5WTI1
contig_8	cds	140127	140906	+	PGH39_11815	zipA	cell division protein ZipA	COG:COG3115, COG:D, RefSeq:WP_027266306.1, SO:0001217, UniParc:UPI0001E3C82A, UniRef:UniRef100_A0A378KJF5, UniRef:UniRef50_A0A378JVU8, UniRef:UniRef90_A0A378K7V8
contig_8	cds	141147	142484	+	PGH39_11820	murF	UDP-N-acetylmuramyl pentapeptide synthase	COG:COG0770, COG:M, EC:6.3.2.10, KEGG:K01929, RefSeq:WP_040148370.1, SO:0001217, UniParc:UPI0005910C24, UniRef:UniRef100_A0A4Q5NCD6, UniRef:UniRef50_A0A0W0VDK5, UniRef:UniRef90_A0A127V578
contig_8	cds	142599	143684	+	PGH39_11825	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	COG:COG0472, COG:M, EC:2.7.8.13, GO:0005886, GO:0007049, GO:0008360, GO:0008963, GO:0009252, GO:0016021, GO:0046872, GO:0051301, GO:0051992, GO:0071555, KEGG:K01000, RefSeq:WP_014842671.1, SO:0001217, UniParc:UPI00004E18B0, UniRef:UniRef100_Q5ZSA2, UniRef:UniRef50_P64258, UniRef:UniRef90_Q5ZSA2
contig_8	cds	143698	145041	+	PGH39_11830	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	COG:COG0771, COG:M, EC:6.3.2.9, GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0008764, GO:0009252, GO:0051301, GO:0071555, RefSeq:WP_038839623.1, SO:0001217, UniParc:UPI0001E3C828, UniRef:UniRef100_A0A4Q5N9F5, UniRef:UniRef50_Q5ZSA3, UniRef:UniRef90_Q5ZSA3
contig_8	cds	145047	146222	+	PGH39_11835	ftsW	putative lipid II flippase FtsW	COG:COG0772, COG:D, EC:2.4.1.129, GO:0005887, GO:0008360, GO:0008955, GO:0009252, GO:0032153, GO:0043093, GO:0071555, RefSeq:WP_011216490.1, SO:0001217, UniParc:UPI0000445BFE, UniRef:UniRef100_Q5ZSA4, UniRef:UniRef50_Q5ZSA4, UniRef:UniRef90_Q5ZSA4
contig_8	cds	146265	147641	+	PGH39_11840	murC	UDP-N-acetylmuramate--L-alanine ligase	COG:COG0773, COG:M, EC:6.3.2.8, GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0008763, GO:0009252, GO:0051301, GO:0071555, KEGG:K01924, SO:0001217, UniParc:UPI00026DA5C7, UniRef:UniRef100_Q5X1S6, UniRef:UniRef50_Q8E9P8, UniRef:UniRef90_Q5ZSA5
contig_8	cds	147650	148576	+	PGH39_11845	murB	UDP-N-acetylmuramate dehydrogenase	COG:COG0812, COG:M, EC:1.3.1.98, GO:0005737, GO:0007049, GO:0008360, GO:0008762, GO:0009252, GO:0051301, GO:0071555, GO:0071949, RefSeq:WP_011216488.1, SO:0001217, UniParc:UPI0000445BFC, UniRef:UniRef100_Q5WTI8, UniRef:UniRef50_Q5ZSA6, UniRef:UniRef90_Q5ZSA6
contig_8	cds	148560	149654	+	PGH39_11850	ddl	D-alanine--D-alanine ligase	COG:COG1181, COG:MR, EC:6.3.2.4, GO:0005524, GO:0005737, GO:0008360, GO:0008716, GO:0009252, GO:0046872, GO:0071555, RefSeq:WP_011216487.1, SO:0001217, UniParc:UPI0000445BFB, UniRef:UniRef100_Q5WTI9, UniRef:UniRef50_Q5ZSA7, UniRef:UniRef90_Q5ZSA7
contig_8	cds	149670	150389	+	PGH39_11855	ftsQ	cell division protein FtsQ	COG:COG1589, COG:D, RefSeq:WP_010948311.1, SO:0001217, UniParc:UPI00004429F2, UniRef:UniRef100_A0A131N0F7, UniRef:UniRef50_A0A0W0SGT5, UniRef:UniRef90_A0A131N0F7
contig_8	cds	150389	151627	+	PGH39_11860	ftsA	cell division protein FtsA	COG:COG0849, COG:D, RefSeq:WP_011216485.1, SO:0001217, UniParc:UPI0000445219, UniRef:UniRef100_Q5ZSA9, UniRef:UniRef50_P47203, UniRef:UniRef90_D3HL64
contig_8	cds	151822	153018	+	PGH39_11865	ftsZ	cell division protein FtsZ	COG:COG0206, COG:D, KEGG:K03531, RefSeq:WP_011216484.1, SO:0001217, UniParc:UPI0000445BF9, UniRef:UniRef100_A0A4T1E6M6, UniRef:UniRef50_P47204, UniRef:UniRef90_A0A129B718
contig_8	cds	153254	154168	+	PGH39_11870	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	COG:COG0774, COG:M, EC:3.5.1.108, GO:0008759, GO:0009245, GO:0046872, GO:0103117, RefSeq:WP_011216483.1, SO:0001217, UniParc:UPI0000445BF8, UniRef:UniRef100_Q5WTJ3, UniRef:UniRef50_Q6D0I9, UniRef:UniRef90_Q5WTJ3
contig_8	cds	154312	156348	+	PGH39_11875	pepO	M13 family peptidase	COG:COG3590, COG:O, RefSeq:WP_038839616.1, SO:0001217, UniParc:UPI0001E3C826, UniRef:UniRef100_A0A4T1E742, UniRef:UniRef50_A0A0W0Y4M0, UniRef:UniRef90_A0A378KG67
contig_8	cds	156502	157353	+	PGH39_11880	yafJ	putative glutamine amidotransferase YafJ	COG:COG0121, COG:R, RefSeq:WP_011216481.1, SO:0001217, UniParc:UPI0000445BF6, UniRef:UniRef100_A0A2S6EVK9, UniRef:UniRef50_A0A0W0TIH3, UniRef:UniRef90_A0A140ITU7
contig_8	cds	157468	157884	+	PGH39_11885		hypothetical protein	COG:COG4278, COG:S, RefSeq:WP_011947529.1, SO:0001217, UniParc:UPI0000445216, UniRef:UniRef100_A0A130QT65, UniRef:UniRef50_Q5WTJ6, UniRef:UniRef90_A0A130QT65
contig_8	cds	157940	158737	-	PGH39_11890	dAP2	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	COG:COG1506, COG:E, RefSeq:WP_027266311.1, SO:0001217, UniParc:UPI0001E3C825, UniRef:UniRef100_A0A4Q5ND05, UniRef:UniRef50_A0A0W1AD00, UniRef:UniRef90_Q5WTJ7
contig_8	cds	159037	160131	-	PGH39_11895		Dot/Icm T4SS effector	SO:0001217, UniRef:UniRef50_Q5WTJ8, UniRef:UniRef90_Q5WTJ8
contig_9	cds	37	441	-	PGH39_11900		hypothetical protein	RefSeq:WP_038837800.1, SO:0001217, UniParc:UPI0005761E5E, UniRef:UniRef100_UPI0005761E5E, UniRef:UniRef50_UPI0005761E5E, UniRef:UniRef90_UPI0005761E5E
contig_9	cds	556	1557	-	PGH39_11905	lPG_RS03780	glycosyltransferase family 4 protein	COG:COG0472, COG:M, RefSeq:WP_072401767.1, SO:0001217, UniParc:UPI0001E3C4C6, UniRef:UniRef100_A0A4T1E5I5, UniRef:UniRef50_A0A2H5FP53, UniRef:UniRef90_Q5WYD7, VFDB:VFC0258, VFDB:VFG045310
contig_9	cds	1541	2497	-	PGH39_11910	lPG_RS03775	NAD-dependent epimerase/dehydratase family protein	COG:COG0451, COG:M, RefSeq:WP_027265849.1, SO:0001217, UniParc:UPI0001E3C4C5, UniRef:UniRef100_A0A4T1FKD3, UniRef:UniRef50_A0A378IID5, UniRef:UniRef90_Q9RDY4, VFDB:VFC0258, VFDB:VFG045309
contig_9	cds	2518	3393	-	PGH39_11915	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	COG:COG1209, COG:M, EC:2.7.7.24, KEGG:K00973, RefSeq:WP_011213310.1, SO:0001217, UniParc:UPI00000B305C, UniRef:UniRef100_A0A2S6EST2, UniRef:UniRef50_A0A2T2QDZ1, UniRef:UniRef90_A0A2S6EST2, VFDB:VFC0258, VFDB:VFG045308
contig_9	cds	3548	5047	-	PGH39_11920	pgi	glucose-6-phosphate isomerase	COG:COG0166, COG:G, EC:5.3.1.9, GO:0004347, GO:0005737, GO:0006094, GO:0006096, GO:0097367, SO:0001217, UniRef:UniRef50_Q9RDY2, UniRef:UniRef90_Q9RDY2, VFDB:VFC0258, VFDB:VFG045307
contig_9	cds	5086	6165	-	PGH39_11925	rfbB	dTDP-glucose 4,6-dehydratase	COG:COG1088, COG:M, RefSeq:WP_038837798.1, SO:0001217, UniParc:UPI000576921F, UniRef:UniRef100_A0A4Q5N4R3, UniRef:UniRef50_A0A4P7BF60, UniRef:UniRef90_A0A3A6V1C7, VFDB:VFC0258, VFDB:VFG045306
contig_9	cds	6125	7009	-	PGH39_11930	rfbD	dTDP-4-dehydrorhamnose reductase	COG:COG1091, COG:M, RefSeq:WP_038837795.1, SO:0001217, UniParc:UPI0001E3C4C2, UniRef:UniRef100_A0A4Q5N4S3, UniRef:UniRef50_A0A098G918, UniRef:UniRef90_Q5WYE2, VFDB:VFC0258, VFDB:VFG045305
contig_9	cds	7010	7573	-	PGH39_11935	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	COG:COG1898, COG:M, EC:5.1.3.13, KEGG:K01790, RefSeq:WP_010946493.1, SO:0001217, UniParc:UPI0000442331, UniRef:UniRef100_A0A129EKI1, UniRef:UniRef50_Q93CR0, UniRef:UniRef90_A0A129EKI1, VFDB:VFC0258, VFDB:VFG045304
contig_9	cds	7663	9165	-	PGH39_11940	lPG_RS03745	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	COG:COG0517, COG:T, RefSeq:WP_010946492.1, SO:0001217, UniParc:UPI0000442330, UniRef:UniRef100_A0A130Q9L0, UniRef:UniRef50_A0A238DNK0, UniRef:UniRef90_A0A130Q9L0, VFDB:VFC0258, VFDB:VFG045303
contig_9	cds	9176	9784	-	PGH39_11945	lPG_RS03740	acetyltransferase	COG:COG1045, COG:E, RefSeq:WP_038837794.1, SO:0001217, UniParc:UPI00027AF643, UniRef:UniRef100_A0A4Q5N4S8, UniRef:UniRef50_Q5WYE5, UniRef:UniRef90_A0A130D3Z3, VFDB:VFC0258, VFDB:VFG045302
contig_9	cds	9774	10907	-	PGH39_11950	neuC	UDP-N-acetylglucosamine 2-epimerase	COG:COG0381, COG:M, EC:3.2.1.184, GO:0004553, GO:0006047, GO:0008761, GO:0016051, GO:0102388, RefSeq:WP_038837791.1, SO:0001217, UniParc:UPI0001E3C4C0, UniRef:UniRef100_A0A4Q5N8T3, UniRef:UniRef50_Q5ZXH8, UniRef:UniRef90_Q5ZXH8, VFDB:VFC0258, VFDB:VFG045301
contig_9	cds	10907	11929	-	PGH39_11955	legI	N,N'-diacetyllegionaminate synthase	COG:COG2089, COG:M, EC:2.5.1.101, GO:0016051, GO:0016765, GO:0016829, RefSeq:WP_016356750.1, SO:0001217, UniParc:UPI0001E3C4BF, UniRef:UniRef100_A0A4T1R4V6, UniRef:UniRef50_Q5ZXH9, UniRef:UniRef90_Q5ZXH9
contig_9	cds	11926	12624	-	PGH39_11960	neuA	CMP-N,N'-diacetyllegionaminic acid synthase	COG:COG1083, COG:M, EC:2.7.7.82, GO:0009103, GO:0016779, RefSeq:WP_011945890.1, SO:0001217, UniParc:UPI0001527ACD, UniRef:UniRef100_A0A130DCP1, UniRef:UniRef50_Q5ZXI0, UniRef:UniRef90_Q5ZXI0
contig_9	cds	12637	13278	-	PGH39_11965	hisH	imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0004359, GO:0005737, GO:0006541, GO:0016829, RefSeq:WP_038837788.1, SO:0001217, UniParc:UPI0001E3C410, UniRef:UniRef100_A0A4Q5N4M4, UniRef:UniRef50_Q5WYE9, UniRef:UniRef90_Q5WYE9, VFDB:VFC0258, VFDB:VFG045298
contig_9	cds	13275	14036	-	PGH39_11970	wbuZ	glycosyl amidation-associated protein WbuZ	COG:COG0107, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0005737, GO:0016829, RefSeq:WP_038837785.1, SO:0001217, UniParc:UPI0001E3C40F, UniRef:UniRef100_A0A4T1FKS4, UniRef:UniRef50_Q2RNA7, UniRef:UniRef90_Q9RDX2, VFDB:VFC0258, VFDB:VFG045297
contig_9	cds	14036	15391	-	PGH39_11975	lPG_RS03710	N-acetyl sugar amidotransferase	RefSeq:WP_011945887.1, SO:0001217, UniParc:UPI0001527B63, UniRef:UniRef100_A0A0P0LY07, UniRef:UniRef50_D1PP86, UniRef:UniRef90_A0A0P0LY07, VFDB:VFC0258, VFDB:VFG045296
contig_9	cds	15578	16396	+	PGH39_11980	iraA	Small-molecule methyltransferase IraA	COG:COG2226, COG:H, RefSeq:WP_010946484.1, SO:0001217, UniParc:UPI00000BEBD5, UniRef:UniRef100_Q9RDX0, UniRef:UniRef50_A0A0W0U0L0, UniRef:UniRef90_Q9RDX0, VFDB:VFC0272, VFDB:VFG010898
contig_9	cds	16435	17943	+	PGH39_11985	iraB	Di/tripeptide permease	COG:COG3104, COG:E, RefSeq:WP_014843552.1, SO:0001217, UniParc:UPI00026D9F74, UniRef:UniRef100_A0A4T1E302, UniRef:UniRef50_A0A378LTV8, UniRef:UniRef90_Q5WYF3, VFDB:VFC0272, VFDB:VFG001857
contig_9	cds	18344	18625	+	PGH39_11990		GIY-YIG nuclease family protein	RefSeq:WP_011945886.1, SO:0001217, UniParc:UPI0001527B64, UniRef:UniRef100_A0A378K3W0, UniRef:UniRef50_Q5WYF4, UniRef:UniRef90_Q5WYF4
contig_9	cds	18937	19926	-	PGH39_11995	lipA	lipoyl synthase	COG:COG0320, COG:H, EC:2.8.1.8, GO:0005737, GO:0009249, GO:0016992, GO:0046872, GO:0051539, GO:0102552, GO:0102553, RefSeq:WP_010946482.1, SO:0001217, UniParc:UPI000044232A, UniRef:UniRef100_Q5X703, UniRef:UniRef50_A1U380, UniRef:UniRef90_Q5WYF5
contig_9	cds	20078	21628	-	PGH39_12000	gGDEF	GGDEF domain-containing protein	COG:COG2199, COG:T, RefSeq:WP_011945884.1, SO:0001217, UniParc:UPI0001527B66, UniRef:UniRef100_A0A4T1RDH4, UniRef:UniRef50_A0A098G4T0, UniRef:UniRef90_Q5WYF6
contig_9	cds	21648	21920	-	PGH39_12005		glutamate synthetase	RefSeq:WP_011945883.1, SO:0001217, UniParc:UPI0001527B67, UniRef:UniRef100_A0A378K3M0, UniRef:UniRef50_A0A098G4Q7, UniRef:UniRef90_A0A3A6VJJ9
contig_9	cds	22032	23219	-	PGH39_12010	grxC	Glutaredoxin	COG:COG0695, COG:O, RefSeq:WP_011945882.1, SO:0001217, UniParc:UPI0001527B68, UniRef:UniRef100_A0A4T1N961, UniRef:UniRef50_A0A2S6F1H9, UniRef:UniRef90_A0A2S6F1H9
contig_9	cds	23335	23769	-	PGH39_12015		Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	COG:COG2905, COG:T, RefSeq:WP_029345979.1, SO:0001217, UniParc:UPI0001E3C40B, UniRef:UniRef100_A0A4T1AQQ7, UniRef:UniRef50_A0A0A8UTX7, UniRef:UniRef90_A0A3A6V4Q2
contig_9	cds	24075	24524	-	PGH39_12020	lipA17	17 kDa outer membrane surface antigen	COG:COG4520, COG:M, KEGG:K06077, RefSeq:WP_010946477.1, SO:0001217, UniParc:UPI0000442325, UniRef:UniRef100_A0A0C9NU15, UniRef:UniRef50_A0A2E2WMP3, UniRef:UniRef90_A0A0C9NU15
contig_9	cds	24597	25670	-	PGH39_12025	alr	alanine racemase	COG:COG0787, COG:M, EC:5.1.1.1, GO:0008784, GO:0030170, GO:0030632, RefSeq:WP_038837770.1, SO:0001217, UniParc:UPI0001E3C40A, UniRef:UniRef100_A0A4Q5N811, UniRef:UniRef50_Q5WYG1, UniRef:UniRef90_Q5WYG1
contig_9	cds	25672	27054	-	PGH39_12030	dnaB	replicative DNA helicase	COG:COG0305, COG:L, RefSeq:WP_010946475.1, SO:0001217, UniParc:UPI0000442323, UniRef:UniRef100_A0A129G5E7, UniRef:UniRef50_A0A522M6A2, UniRef:UniRef90_A0A0W0YV00
contig_9	cds	27232	27666	-	PGH39_12035		DUF2147 domain-containing protein	COG:COG4731, COG:S, RefSeq:WP_010946474.1, SO:0001217, UniParc:UPI0000442322, UniRef:UniRef100_A0A129G507, UniRef:UniRef50_W0BGB7, UniRef:UniRef90_Q5WYG3
contig_9	cds	27926	31192	-	PGH39_12040	sWIM	Helicase	COG:COG4715, COG:S, RefSeq:WP_014326724.1, SO:0001217, UniParc:UPI0001E3C409, UniRef:UniRef100_A0A4T1MB98, UniRef:UniRef50_A0A378ILA6, UniRef:UniRef90_Q5WYG4
contig_9	cds	31341	31637	-	PGH39_12045		(pseudo) Tnp-DDE-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4T1E2K2, UniRef:UniRef90_A0A4T1E2K2
contig_9	cds	31823	32794	-	PGH39_12050		transposase	RefSeq:WP_013101194.1, SO:0001217, UniParc:UPI0001D20527, UniRef:UniRef100_A0A4T1FK86, UniRef:UniRef50_A0A0W0YLE0, UniRef:UniRef90_A0A4T1FK86
contig_9	cds	33007	33303	-	PGH39_12055		(pseudo) Tnp-DDE-dom domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4T1E2K2, UniRef:UniRef90_A0A4T1E2K2
contig_9	cds	33489	34460	-	PGH39_12060		transposase	RefSeq:WP_013101194.1, SO:0001217, UniParc:UPI0001D20527, UniRef:UniRef100_A0A4T1FK86, UniRef:UniRef50_A0A0W0YLE0, UniRef:UniRef90_A0A4T1FK86
contig_9	cds	34510	34614	-	PGH39_12065		hypothetical protein	
contig_9	cds	34668	36278	+	PGH39_12070	nadE	NAD+ synthase	COG:C, COG:COG0388, RefSeq:WP_011945878.1, SO:0001217, UniParc:UPI0001527B6C, UniRef:UniRef100_A0A378K5Z2, UniRef:UniRef50_A0A522NBH6, UniRef:UniRef90_Q5WYG5
contig_9	cds	36330	37754	-	PGH39_12075	ravH	Dot/Icm T4SS effector RavH	SO:0001217, UniRef:UniRef50_Q5WYG6, UniRef:UniRef90_Q5WYG6
contig_9	cds	37944	38582	+	PGH39_12080	lomR	porin family protein	COG:COG3637, COG:M, RefSeq:WP_011945876.1, SO:0001217, UniParc:UPI0001527B6E, UniRef:UniRef100_A0A378K2V1, UniRef:UniRef50_A0A0A8UTW4, UniRef:UniRef90_A0A140IYR0
contig_9	cds	38592	39329	+	PGH39_12085		OMP-b-brl domain-containing protein	RefSeq:WP_011945875.1, SO:0001217, UniParc:UPI0001527B6F, UniRef:UniRef100_A0A378K1V4, UniRef:UniRef50_A0A378K1V4, UniRef:UniRef90_A0A378K1V4
contig_9	cds	39321	40373	-	PGH39_12090	perM	AI-2E family transporter	COG:COG0628, COG:R, RefSeq:WP_011945874.1, SO:0001217, UniParc:UPI0001527BF3, UniRef:UniRef100_A0A2S8CD58, UniRef:UniRef50_A0A0W0R554, UniRef:UniRef90_A0A131NLZ2
contig_9	cds	40373	40855	-	PGH39_12095	pgpA	phosphatidylglycerophosphatase A	COG:COG1267, COG:I, EC:3.1.3.27, KEGG:K01095, RefSeq:WP_011945873.1, SO:0001217, UniParc:UPI0001527BF4, UniRef:UniRef100_A0A378K259, UniRef:UniRef50_D4ZAW8, UniRef:UniRef90_Q5WYH0
contig_9	cds	40945	41901	-	PGH39_12100	thiL	thiamine-phosphate kinase	COG:COG0611, COG:H, RefSeq:WP_027224871.1, SO:0001217, UniParc:UPI0001E3C406, UniRef:UniRef100_A0A4Q5N505, UniRef:UniRef50_W0B9P0, UniRef:UniRef90_Q5WYH1
contig_9	cds	41894	42337	-	PGH39_12105	nusB	transcription antitermination factor NusB	COG:COG0781, COG:K, GO:0003723, GO:0006353, GO:0006355, GO:0031564, KEGG:K03625, RefSeq:WP_011213300.1, SO:0001217, UniParc:UPI0000444BEB, UniRef:UniRef100_Q5X720, UniRef:UniRef50_Q5X720, UniRef:UniRef90_Q5X720
contig_9	cds	42395	42862	-	PGH39_12110	nrdR	transcriptional regulator NrdR	COG:COG1327, COG:K, GO:0003677, GO:0005524, GO:0008270, GO:0045892, RefSeq:WP_010946463.1, SO:0001217, UniParc:UPI0000442317, UniRef:UniRef100_Q5X721, UniRef:UniRef50_B4RV94, UniRef:UniRef90_Q5WYH3
contig_9	cds	42865	44118	-	PGH39_12115	glyA	Serine hydroxymethyltransferase	COG:COG0112, COG:E, EC:2.1.2.1, GO:0004372, GO:0005737, GO:0019264, GO:0030170, GO:0035999, KEGG:K00600, RefSeq:WP_027220121.1, SO:0001217, UniParc:UPI0001E3C405, UniRef:UniRef100_A0A128N8N7, UniRef:UniRef50_Q8EBN8, UniRef:UniRef90_Q5WYH4
contig_9	cds	44146	44457	-	PGH39_12120	osmY	transporter	COG:COG2823, COG:M, KEGG:K04065, RefSeq:WP_011214932.1, SO:0001217, UniParc:UPI00004455FE, UniRef:UniRef100_A0A130QCT0, UniRef:UniRef50_A0A098G692, UniRef:UniRef90_A0A130QCT0
contig_9	cds	44582	45019	-	PGH39_12125		hypothetical protein	RefSeq:WP_010946460.1, SO:0001217, UniParc:UPI0000442314, UniRef:UniRef100_A0A128N8S6, UniRef:UniRef50_A0A128N8S6, UniRef:UniRef90_A0A128N8S6
contig_9	cds	45085	45489	-	PGH39_12130		hypothetical protein	RefSeq:WP_010946459.1, SO:0001217, UniParc:UPI0000442313, UniRef:UniRef100_A0A0C9PG21, UniRef:UniRef50_A0A0C9PG21, UniRef:UniRef90_A0A0C9PG21
contig_9	cds	45730	46992	+	PGH39_12135	acrA	efflux transporter periplasmic adaptor subunit	COG:COG0845, COG:MV, RefSeq:WP_013101171.1, SO:0001217, UniParc:UPI0001D204E6, UniRef:UniRef100_A0A2S6FAU6, UniRef:UniRef50_Q5WYH8, UniRef:UniRef90_Q5WYH8
contig_9	cds	47109	50156	+	PGH39_12140	mexI	multidrug efflux protein	COG:COG0841, COG:V, RefSeq:WP_014326721.1, SO:0001217, UniParc:UPI000241E59F, UniRef:UniRef100_A0A2S6FAQ8, UniRef:UniRef50_A0A0W0VFC3, UniRef:UniRef90_A0A378K2F2
